Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     194/21463       sendOvernetSearchInfo [97]
                0.00    0.00     204/21463       dns_rr_parse [95]
                0.00    0.00     393/21463       new_knode [87]
                0.00    0.00     398/21463       Overnet_find [146]
                0.00    0.00    1057/21463       enq [49]
                0.00    0.00    1381/21463       newSessionObject [69]
                0.00    0.00    1384/21463       new_queue [63]
                0.00    0.00    1508/21463       newpacket [78]
                0.00    0.00    1520/21463       overnet_kboot_th [346]
                0.00    0.00    2048/21463       overnetinifileread [182]
                0.00    0.00    2760/21463       Overnet_find_th [221]
                0.00    0.00    7841/21463       rbt_insert [28]
[25]     0.0    0.00    0.00   21463         KadC_malloc [25]
                0.00    0.00   21463/44017       KadC_realloc [21]
-----------------------------------------------
                0.00    0.00    3606/15172       rbt_eraseKey [56]
                0.00    0.00    4268/15172       rbt_insert [28]
                0.00    0.00    7298/15172       rbt_find [36]
[26]     0.0    0.00    0.00   15172         sid_compEQ [26]
-----------------------------------------------
                0.00    0.00    2225/14533       rbt_eraseKey [56]
                0.00    0.00    4268/14533       rbt_insert [28]
                0.00    0.00    8040/14533       rbt_find [36]
[27]     0.0    0.00    0.00   14533         sid_compLT [27]
-----------------------------------------------
                0.00    0.00       1/9654        overnet_kboot_th [346]
                0.00    0.00       5/9654        kstore_insert [162]
                0.00    0.00       6/9654        processing_thread [351]
                0.00    0.00      10/9654        create_pending_entry [138]
                0.00    0.00     398/9654        Overnet_find [146]
                0.00    0.00     786/9654        Tryadd2buckets [86]
                0.00    0.00    1381/9654        newSessionObject [69]
                0.00    0.00    2048/9654        overnetinifileread [182]
                0.00    0.00    5019/9654        Overnet_find_th [221]
[28]     0.0    0.00    0.00    9654         rbt_insert [28]
                0.00    0.00   70985/104545      int128eq [18]
                0.00    0.00   69172/103712      int128lt [19]
                0.00    0.00    7841/21463       KadC_malloc [25]
                0.00    0.00    7841/7841        insertFixup [30]
                0.00    0.00    4268/15172       sid_compEQ [26]
                0.00    0.00    4268/14533       sid_compLT [27]
                0.00    0.00    2212/2212        knode_compEQ [50]
                0.00    0.00    1792/1792        knode_compLT [57]
                0.00    0.00      10/126         DNSpacket_q_eq [107]
                0.00    0.00      10/157         DNSpacket_q_lt [102]
-----------------------------------------------
                0.00    0.00       4/8615        p2pquery [13]
                0.00    0.00       6/8615        qa_rbt_destroy [172]
                0.00    0.00      17/8615        processing_thread [351]
                0.00    0.00      53/8615        overnet_kboot [181]
                0.00    0.00     113/8615        overnet_republishnow [10]
                0.00    0.00     127/8615        UpdateNodeStatus [76]
                0.00    0.00     130/8615        OvernetBGthread [216]
                0.00    0.00     166/8615        Tryadd2buckets [86]
                0.00    0.00     194/8615        OvernetSearchInfoSession_th [219]
                0.00    0.00     227/8615        destroy_kbucket [105]
                0.00    0.00     754/8615        retrieveSessionObject [74]
                0.00    0.00     973/8615        Overnet_find [146]
                0.00    0.00    1538/8615        purge_expired [82]
                0.00    0.00    2039/8615        overnetinifileupdate [6]
                0.00    0.00    2274/8615        Overnet_find_th [221]
[29]     0.0    0.00    0.00    8615         rbt_value [29]
-----------------------------------------------
                0.00    0.00    7841/7841        rbt_insert [28]
[30]     0.0    0.00    0.00    7841         insertFixup [30]
                0.00    0.00    3870/6787        rotateLeft [35]
                0.00    0.00    1742/2386        rotateRight [48]
-----------------------------------------------
                0.00    0.00       2/7841        p2pquery [13]
                0.00    0.00       6/7841        qa_rbt_destroy [172]
                0.00    0.00      10/7841        processing_thread [351]
                0.00    0.00     113/7841        overnet_republishnow [10]
                0.00    0.00     166/7841        Tryadd2buckets [86]
                0.00    0.00     194/7841        OvernetSearchInfoSession_th [219]
                0.00    0.00     227/7841        destroy_kbucket [105]
                0.00    0.00     227/7841        destroy_kba [177]
                0.00    0.00     569/7841        Overnet_find [146]
                0.00    0.00    2014/7841        rbt_eraseKey [56]
                0.00    0.00    2039/7841        overnetinifileupdate [6]
                0.00    0.00    2274/7841        Overnet_find_th [221]
[31]     0.0    0.00    0.00    7841         rbt_erase [31]
                0.00    0.00    7841/21954       KadC_free [24]
                0.00    0.00    6803/6803        deleteFixup [34]
-----------------------------------------------
                0.00    0.00       2/7216        kstore_destroy [171]
                0.00    0.00       8/7216        qa_rbt_destroy [172]
                0.00    0.00      10/7216        p2pquery [13]
                0.00    0.00     114/7216        overnet_republishnow [10]
                0.00    0.00     166/7216        Tryadd2buckets [86]
                0.00    0.00     228/7216        destroy_kba [177]
                0.00    0.00     314/7216        OvernetSearchInfoSession_th [219]
                0.00    0.00     355/7216        destroy_kbucket [105]
                0.00    0.00     696/7216        purge_expired [82]
                0.00    0.00     971/7216        Overnet_find [146]
                0.00    0.00    2040/7216        overnetinifileupdate [6]
                0.00    0.00    2312/7216        Overnet_find_th [221]
[32]     0.0    0.00    0.00    7216         rbt_begin [32]
-----------------------------------------------
                0.00    0.00      27/7036        overnet_republishnow [10]
                0.00    0.00     194/7036        OvernetSearchInfoSession [96]
                0.00    0.00     393/7036        new_knode [87]
                0.00    0.00     398/7036        Overnet_find [146]
                0.00    0.00    1005/7036        int128xorlog [75]
                0.00    0.00    5019/7036        Overnet_find_th [221]
[33]     0.0    0.00    0.00    7036         int128xor [33]
-----------------------------------------------
                0.00    0.00    6803/6803        rbt_erase [31]
[34]     0.0    0.00    0.00    6803         deleteFixup [34]
                0.00    0.00    2917/6787        rotateLeft [35]
                0.00    0.00     644/2386        rotateRight [48]
-----------------------------------------------
                0.00    0.00    2917/6787        deleteFixup [34]
                0.00    0.00    3870/6787        insertFixup [30]
[35]     0.0    0.00    0.00    6787         rotateLeft [35]
-----------------------------------------------
                0.00    0.00      15/5392        create_pending_entry [138]
                0.00    0.00      53/5392        overnet_kboot [181]
                0.00    0.00      65/5392        processing_thread [351]
                0.00    0.00     130/5392        OvernetBGthread [216]
                0.00    0.00     227/5392        Tryadd2buckets [86]
                0.00    0.00     970/5392        UpdateNodeStatus [76]
                0.00    0.00    1031/5392        retrieveSessionObject [74]
                0.00    0.00    1381/5392        newSessionObject [69]
                0.00    0.00    1520/5392        overnet_kboot_th [346]
[36]     0.0    0.00    0.00    5392         rbt_find [36]
                0.00    0.00   30919/103712      int128lt [19]
                0.00    0.00   28333/104545      int128eq [18]
                0.00    0.00    8040/14533       sid_compLT [27]
                0.00    0.00    7298/15172       sid_compEQ [26]
                0.00    0.00    2173/4115        rbt_next [43]
                0.00    0.00     147/157         DNSpacket_q_lt [102]
                0.00    0.00     116/126         DNSpacket_q_eq [107]
                0.00    0.00      15/15          DNSpacket_qi_eq [137]
-----------------------------------------------
                0.00    0.00     970/4623        UpdateNodeStatus [76]
                0.00    0.00    1381/4623        P2PnewSessionsend [65]
                0.00    0.00    2272/4623        Overnet_find_th [221]
[37]     0.0    0.00    0.00    4623         isnonroutable [37]
-----------------------------------------------
                0.00    0.00       6/4501        KadC_find [12]
                0.00    0.00      24/4501        s_filter_dump [159]
                0.00    0.00      28/4501        getstringmetavalue [140]
                0.00    0.00      28/4501        s_filter [152]
                0.00    0.00      30/4501        print_nstring [123]
                0.00    0.00      36/4501        decodenext [132]
                0.00    0.00      69/4501        overnet_kboot_th [346]
                0.00    0.00    4280/4501        getpeernode [41]
[38]     0.0    0.00    0.00    4501         getushortle [38]
-----------------------------------------------
                0.00    0.00       1/4281        overnet_kboot [181]
                0.00    0.00    4280/4281        getpeernode [41]
[39]     0.0    0.00    0.00    4281         getipn [39]
-----------------------------------------------
                0.00    0.00    4280/4280        getpeernode [41]
[40]     0.0    0.00    0.00    4280         getint128n [40]
-----------------------------------------------
                0.00    0.00    1520/4280        overnet_kboot_th [346]
                0.00    0.00    2760/4280        Overnet_find_th [221]
[41]     0.0    0.00    0.00    4280         getpeernode [41]
                0.00    0.00    4280/4280        getint128n [40]
                0.00    0.00    4280/4281        getipn [39]
                0.00    0.00    4280/4501        getushortle [38]
-----------------------------------------------
                0.00    0.00       4/4123        endreplacesection [178]
                0.00    0.00       9/4123        findsection [169]
                0.00    0.00    2052/4123        overnetinifileread [182]
                0.00    0.00    2058/4123        startreplacesection [189]
[42]     0.0    0.00    0.00    4123         trimfgets [42]
-----------------------------------------------
                0.00    0.00     404/4115        Overnet_find [146]
                0.00    0.00    1538/4115        purge_expired [82]
                0.00    0.00    2173/4115        rbt_find [36]
[43]     0.0    0.00    0.00    4115         rbt_next [43]
-----------------------------------------------
                0.00    0.00     129/3041        overnet_kboot [181]
                0.00    0.00     136/3041        overnet_kboot_th [346]
                0.00    0.00     348/3041        processing_thread [351]
                0.00    0.00    1032/3041        reapDeadServerThreads [71]
                0.00    0.00    1396/3041        getpktt [61]
[44]     0.0    0.00    0.00    3041         deqtw [44]
                0.00    0.00    3041/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    3041/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00    2802/2802        pthread_cond_incrtimedwait [46]
                0.00    0.00    1057/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00    2802/2802        pthread_cond_incrtimedwait [46]
[45]     0.0    0.00    0.00    2802         millisadd [45]
-----------------------------------------------
                0.00    0.00    2802/2802        deqtw [44]
[46]     0.0    0.00    0.00    2802         pthread_cond_incrtimedwait [46]
                0.00    0.00    2802/2802        ts_set [47]
                0.00    0.00    2802/2802        millisadd [45]
-----------------------------------------------
                0.00    0.00    2802/2802        pthread_cond_incrtimedwait [46]
[47]     0.0    0.00    0.00    2802         ts_set [47]
-----------------------------------------------
                0.00    0.00     644/2386        deleteFixup [34]
                0.00    0.00    1742/2386        insertFixup [30]
[48]     0.0    0.00    0.00    2386         rotateRight [48]
-----------------------------------------------
                0.00    0.00       6/2346        p2pquery [13]
                0.00    0.00      42/2346        overnet_kboot [181]
                0.00    0.00      53/2346        udp_recv_thread [419]
                0.00    0.00     754/2346        postbuffer2fifo [79]
                0.00    0.00    1491/2346        overnet_kboot_th [346]
[49]     0.0    0.00    0.00    2346         enq [49]
                0.00    0.00    2346/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    2346/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00    1057/21463       KadC_malloc [25]
-----------------------------------------------
                0.00    0.00    2212/2212        rbt_insert [28]
[50]     0.0    0.00    0.00    2212         knode_compEQ [50]
-----------------------------------------------
                0.00    0.00       2/2100        p2pquery [13]
                0.00    0.00       2/2100        publishing_thread [11]
                0.00    0.00       3/2100        processing_thread [351]
                0.00    0.00      54/2100        overnet_republishnow [10]
                0.00    0.00    2039/2100        overnetinifileupdate [6]
[51]     0.0    0.00    0.00    2100         htoa [51]
                0.00    0.00    2100/2100        inet_ntoa_r [52]
-----------------------------------------------
                0.00    0.00    2100/2100        htoa [51]
[52]     0.0    0.00    0.00    2100         inet_ntoa_r [52]
-----------------------------------------------
                0.00    0.00    2052/2052        overnetinifileread [182]
[53]     0.0    0.00    0.00    2052         parseline [53]
-----------------------------------------------
                0.00    0.00       1/2050        KadC_republish [9]
                0.00    0.00    2049/2050        overnetinifileread [182]
[54]     0.0    0.00    0.00    2050         string2int128 [54]
-----------------------------------------------
                0.00    0.00    2049/2049        overnetinifileread [182]
[55]     0.0    0.00    0.00    2049         domain2hip [55]
-----------------------------------------------
                0.00    0.00      10/2014        contact_status_update [100]
                0.00    0.00     166/2014        Tryadd2buckets [86]
                0.00    0.00     457/2014        Overnet_find_th [221]
                0.00    0.00    1381/2014        destroySessionObject [68]
[56]     0.0    0.00    0.00    2014         rbt_eraseKey [56]
                0.00    0.00    4254/104545      int128eq [18]
                0.00    0.00    3621/103712      int128lt [19]
                0.00    0.00    3606/15172       sid_compEQ [26]
                0.00    0.00    2225/14533       sid_compLT [27]
                0.00    0.00    2014/7841        rbt_erase [31]
-----------------------------------------------
                0.00    0.00    1792/1792        rbt_insert [28]
[57]     0.0    0.00    0.00    1792         knode_compLT [57]
-----------------------------------------------
                0.00    0.00    1510/1510        pthreadutils_mutex_init_recursive [59]
[58]     0.0    0.00    0.00    1510         Debug_pthread_mutex_init [58]
-----------------------------------------------
                0.00    0.00       1/1510        startKadEngine [186]
                0.00    0.00     128/1510        new_kbucket [106]
                0.00    0.00    1381/1510        newSessionObject [69]
[59]     0.0    0.00    0.00    1510         pthreadutils_mutex_init_recursive [59]
                0.00    0.00    1510/1510        Debug_pthread_mutex_init [58]
-----------------------------------------------
                0.00    0.00     393/1398        new_knode [87]
                0.00    0.00    1005/1398        int128xorlog [75]
[60]     0.0    0.00    0.00    1398         int128log [60]
-----------------------------------------------
                0.00    0.00       1/1396        overnet_kboot [181]
                0.00    0.00      27/1396        overnet_republishnow [10]
                0.00    0.00     116/1396        overnet_kboot_th [346]
                0.00    0.00     183/1396        Overnet_ping [99]
                0.00    0.00     209/1396        OvernetSearchInfoSession [96]
                0.00    0.00     860/1396        Overnet_find_th [221]
[61]     0.0    0.00    0.00    1396         getpktt [61]
                0.00    0.00    1396/3041        deqtw [44]
-----------------------------------------------
                0.00    0.00       1/1384        main [1]
                0.00    0.00       1/1384        overnet_kboot [181]
                0.00    0.00       1/1384        stopKadEngine [4]
                0.00    0.00    1381/1384        deallocSessionObject [67]
[62]     0.0    0.00    0.00    1384         destroyq [62]
                0.00    0.00    1384/1384        resetq [64]
                0.00    0.00    1384/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00       1/1384        main [1]
                0.00    0.00       1/1384        overnet_kboot [181]
                0.00    0.00       1/1384        startKadEngine [186]
                0.00    0.00    1381/1384        newSessionObject [69]
[63]     0.0    0.00    0.00    1384         new_queue [63]
                0.00    0.00    1384/21463       KadC_malloc [25]
-----------------------------------------------
                0.00    0.00    1384/1384        destroyq [62]
[64]     0.0    0.00    0.00    1384         resetq [64]
                0.00    0.00    1384/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1384/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00       1/1381        sendOvernetIpReq [184]
                0.00    0.00      27/1381        sendOvernetPublish [128]
                0.00    0.00     194/1381        sendOvernetSearchInfo [97]
                0.00    0.00     299/1381        sendOvernetPeerReq [91]
                0.00    0.00     860/1381        sendOvernetSearch [77]
[65]     0.0    0.00    0.00    1381         P2PnewSessionsend [65]
                0.00    0.00    1381/4623        isnonroutable [37]
                0.00    0.00    1381/1381        newSessionObject [69]
                0.00    0.00    1381/1381        UDPsend [66]
-----------------------------------------------
                0.00    0.00    1381/1381        P2PnewSessionsend [65]
[66]     0.0    0.00    0.00    1381         UDPsend [66]
                0.00    0.00    1381/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1381/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00    1381/1381        destroySessionObject [68]
[67]     0.0    0.00    0.00    1381         deallocSessionObject [67]
                0.00    0.00    1381/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1381/1384        destroyq [62]
                0.00    0.00    1381/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00    1381/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00       1/1381        overnet_kboot [181]
                0.00    0.00      27/1381        overnet_republishnow [10]
                0.00    0.00     116/1381        overnet_kboot_th [346]
                0.00    0.00     183/1381        Overnet_ping [99]
                0.00    0.00     194/1381        OvernetSearchInfoSession [96]
                0.00    0.00     860/1381        Overnet_find_th [221]
[68]     0.0    0.00    0.00    1381         destroySessionObject [68]
                0.00    0.00    1381/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1381/2014        rbt_eraseKey [56]
                0.00    0.00    1381/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00    1381/1381        deallocSessionObject [67]
-----------------------------------------------
                0.00    0.00    1381/1381        P2PnewSessionsend [65]
[69]     0.0    0.00    0.00    1381         newSessionObject [69]
                0.00    0.00    1381/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1381/5392        rbt_find [36]
                0.00    0.00    1381/21463       KadC_malloc [25]
                0.00    0.00    1381/1510        pthreadutils_mutex_init_recursive [59]
                0.00    0.00    1381/1384        new_queue [63]
                0.00    0.00    1381/9654        rbt_insert [28]
                0.00    0.00    1381/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00       2/1355        make_kobject [180]
                0.00    0.00     194/1355        sendOvernetSearchInfo [97]
                0.00    0.00     299/1355        sendOvernetPeerReq [91]
                0.00    0.00     860/1355        sendOvernetSearch [77]
[70]     0.0    0.00    0.00    1355         putint128n [70]
-----------------------------------------------
                0.00    0.00       1/1032        stopKadEngine [4]
                0.00    0.00    1031/1032        KAD_UDPlistener [72]
[71]     0.0    0.00    0.00    1032         reapDeadServerThreads [71]
                0.00    0.00    1032/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1032/3041        deqtw [44]
                0.00    0.00    1032/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00    1031/1031        udp_recv_thread [420]
[72]     0.0    0.00    0.00    1031         KAD_UDPlistener [72]
                0.00    0.00    1031/1032        reapDeadServerThreads [71]
                0.00    0.00    1031/1031        isOvernetREQ [73]
                0.00    0.00    1031/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1031/1031        retrieveSessionObject [74]
                0.00    0.00    1031/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00     754/754         postbuffer2fifo [79]
-----------------------------------------------
                0.00    0.00    1031/1031        KAD_UDPlistener [72]
[73]     0.0    0.00    0.00    1031         isOvernetREQ [73]
-----------------------------------------------
                0.00    0.00    1031/1031        KAD_UDPlistener [72]
[74]     0.0    0.00    0.00    1031         retrieveSessionObject [74]
                0.00    0.00    1031/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00    1031/5392        rbt_find [36]
                0.00    0.00    1031/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00     754/8615        rbt_value [29]
-----------------------------------------------
                0.00    0.00       8/1005        Overnet_find [146]
                0.00    0.00      27/1005        overnet_republishnow [10]
                0.00    0.00     970/1005        UpdateNodeStatus [76]
[75]     0.0    0.00    0.00    1005         int128xorlog [75]
                0.00    0.00    1005/7036        int128xor [33]
                0.00    0.00    1005/1398        int128log [60]
-----------------------------------------------
                0.00    0.00       7/970         overnet_republishnow [10]
                0.00    0.00      34/970         OvernetSearchInfoSession [96]
                0.00    0.00      69/970         overnet_kboot_th [346]
                0.00    0.00     860/970         Overnet_find_th [221]
[76]     0.0    0.00    0.00     970         UpdateNodeStatus [76]
                0.00    0.00     970/1005        int128xorlog [75]
                0.00    0.00     970/4623        isnonroutable [37]
                0.00    0.00     970/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00     970/5392        rbt_find [36]
                0.00    0.00     970/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00     393/393         Tryadd2buckets [86]
                0.00    0.00     127/8615        rbt_value [29]
-----------------------------------------------
                0.00    0.00     860/860         Overnet_find_th [221]
[77]     0.0    0.00    0.00     860         sendOvernetSearch [77]
                0.00    0.00     860/1355        putint128n [70]
                0.00    0.00     860/1381        P2PnewSessionsend [65]
-----------------------------------------------
                0.00    0.00     754/754         postbuffer2fifo [79]
[78]     0.0    0.00    0.00     754         newpacket [78]
                0.00    0.00    1508/21463       KadC_malloc [25]
-----------------------------------------------
                0.00    0.00     754/754         KAD_UDPlistener [72]
[79]     0.0    0.00    0.00     754         postbuffer2fifo [79]
                0.00    0.00     754/754         newpacket [78]
                0.00    0.00     754/2346        enq [49]
-----------------------------------------------
                0.00    0.00      20/753         overnet_republishnow [10]
                0.00    0.00      69/753         overnet_kboot_th [346]
                0.00    0.00      86/753         Overnet_ping [99]
                0.00    0.00     175/753         OvernetSearchInfoSession [96]
                0.00    0.00     403/753         Overnet_find_th [221]
[80]     0.0    0.00    0.00     753         destroypkt [80]
                0.00    0.00    1506/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00       1/724         sendOvernetIpReq [184]
                0.00    0.00       6/724         putnstring [158]
                0.00    0.00      30/724         KadC_parsefilter [153]
                0.00    0.00     299/724         overnetputourIPport [89]
                0.00    0.00     388/724         sendOvernetSearchInfo [97]
[81]     0.0    0.00    0.00     724         putushortle [81]
-----------------------------------------------
                0.00    0.00     696/696         processing_thread [351]
[82]     0.0    0.00    0.00     696         purge_expired [82]
                0.00    0.00    1538/8615        rbt_value [29]
                0.00    0.00    1538/4115        rbt_next [43]
                0.00    0.00     696/7216        rbt_begin [32]
-----------------------------------------------
                0.00    0.00     639/639         dns_msg_destroy [112]
[83]     0.0    0.00    0.00     639         zfree [83]
                0.00    0.00     639/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00       6/490         p2pquery [13]
                0.00    0.00       9/490         replyA [166]
                0.00    0.00      10/490         create_pending_entry [138]
                0.00    0.00      40/490         replyPTR [134]
                0.00    0.00     425/490         dns_parse [113]
[84]     0.0    0.00    0.00     490         KadC_calloc [84]
                0.00    0.00     490/44017       KadC_realloc [21]
-----------------------------------------------
                0.00    0.00     488/488         publishing_thread [11]
[85]     0.0    0.00    0.00     488         millisleep_exit [85]
                0.00    0.00     488/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00     488/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00     393/393         UpdateNodeStatus [76]
[86]     0.0    0.00    0.00     393         Tryadd2buckets [86]
                0.00    0.00     786/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00     786/9654        rbt_insert [28]
                0.00    0.00     786/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00     393/393         new_knode [87]
                0.00    0.00     227/5392        rbt_find [36]
                0.00    0.00     166/7216        rbt_begin [32]
                0.00    0.00     166/8615        rbt_value [29]
                0.00    0.00     166/7841        rbt_erase [31]
                0.00    0.00     166/2014        rbt_eraseKey [56]
                0.00    0.00     166/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00     393/393         Tryadd2buckets [86]
[87]     0.0    0.00    0.00     393         new_knode [87]
                0.00    0.00     393/21463       KadC_malloc [25]
                0.00    0.00     393/7036        int128xor [33]
                0.00    0.00     393/1398        int128log [60]
-----------------------------------------------
                0.00    0.00       1/382         overnet_republishnow [10]
                0.00    0.00       1/382         overnetinifileread [182]
                0.00    0.00       1/382         overnetinifileupdate [6]
                0.00    0.00       1/382         stopKadEngine [4]
                0.00    0.00       6/382         trim_qa_rbt [161]
                0.00    0.00       6/382         KadC_find [12]
                0.00    0.00       8/382         p2pquery [13]
                0.00    0.00      28/382         Overnet_find [146]
                0.00    0.00      69/382         overnet_kboot_th [346]
                0.00    0.00     261/382         OvernetBGthread [216]
[88]     0.0    0.00    0.00     382         rbt_size [88]
-----------------------------------------------
                0.00    0.00     299/299         sendOvernetPeerReq [91]
[89]     0.0    0.00    0.00     299         overnetputourIPport [89]
                0.00    0.00     299/299         putipn [90]
                0.00    0.00     299/724         putushortle [81]
-----------------------------------------------
                0.00    0.00     299/299         overnetputourIPport [89]
[90]     0.0    0.00    0.00     299         putipn [90]
-----------------------------------------------
                0.00    0.00     116/299         sendOvernetBootReq [108]
                0.00    0.00     183/299         sendOvernetHelloReq [101]
[91]     0.0    0.00    0.00     299         sendOvernetPeerReq [91]
                0.00    0.00     299/1355        putint128n [70]
                0.00    0.00     299/299         overnetputourIPport [89]
                0.00    0.00     299/1381        P2PnewSessionsend [65]
-----------------------------------------------
                                 320             dns_decompress [92]
                0.00    0.00      65/269         dns_question_parse [114]
                0.00    0.00     204/269         dns_rr_parse [95]
[92]     0.0    0.00    0.00     269+320     dns_decompress [92]
                                 320             dns_decompress [92]
-----------------------------------------------
                0.00    0.00       1/256         main [1]
                0.00    0.00       1/256         sighandler [395]
                0.00    0.00       2/256         publishing_thread [11]
                0.00    0.00       2/256         KadC_list_outstanding_mallocs [174]
                0.00    0.00       2/256         kobject_dump [179]
                0.00    0.00       6/256         print_mtag [163]
                0.00    0.00       7/256         OvernetSearchInfoSession [96]
                0.00    0.00      16/256         KadCdictionary_dump [168]
                0.00    0.00      18/256         p2pquery [13]
                0.00    0.00      19/256         Overnet_find [146]
                0.00    0.00      20/256         processing_thread [351]
                0.00    0.00      21/256         create_pending_entry [138]
                0.00    0.00      24/256         KadC_find [12]
                0.00    0.00      30/256         print_nstring [123]
                0.00    0.00      30/256         s_filter_dump [159]
                0.00    0.00      57/256         overnet_republishnow [10]
[93]     0.0    0.00    0.00     256         KadC_log [93]
                0.00    0.00     256/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00     256/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00     227/227         destroy_kbucket [105]
[94]     0.0    0.00    0.00     227         destroy_knode [94]
                0.00    0.00     227/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00     204/204         dns_parse [113]
[95]     0.0    0.00    0.00     204         dns_rr_parse [95]
                0.00    0.00     204/269         dns_decompress [92]
                0.00    0.00     204/21463       KadC_malloc [25]
-----------------------------------------------
                0.00    0.00     194/194         OvernetSearchInfoSession_th [219]
[96]     0.0    0.00    0.00     194         OvernetSearchInfoSession [96]
                0.00    0.00     209/1396        getpktt [61]
                0.00    0.00     194/7036        int128xor [33]
                0.00    0.00     194/194         sendOvernetSearchInfo [97]
                0.00    0.00     194/1381        destroySessionObject [68]
                0.00    0.00     175/753         destroypkt [80]
                0.00    0.00      34/970         UpdateNodeStatus [76]
                0.00    0.00       7/8           kobject_new [147]
                0.00    0.00       7/7           s_filter [152]
                0.00    0.00       7/256         KadC_log [93]
                0.00    0.00       5/6           kobject_destroy [157]
                0.00    0.00       5/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00       5/5           kstore_insert [162]
                0.00    0.00       5/110743      Debug_pthread_mutex_unlock [17]
-----------------------------------------------
                0.00    0.00     194/194         OvernetSearchInfoSession [96]
[97]     0.0    0.00    0.00     194         sendOvernetSearchInfo [97]
                0.00    0.00     388/724         putushortle [81]
                0.00    0.00     194/21463       KadC_malloc [25]
                0.00    0.00     194/1355        putint128n [70]
                0.00    0.00     194/1381        P2PnewSessionsend [65]
                0.00    0.00     194/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00       1/184         overnetinifileread [182]
                0.00    0.00      53/184         overnet_kboot [181]
                0.00    0.00     130/184         OvernetBGthread [216]
[98]     0.0    0.00    0.00     184         int128setrandom [98]
-----------------------------------------------
                0.00    0.00      53/183         overnet_kboot [181]
                0.00    0.00     130/183         OvernetBGthread [216]
[99]     0.0    0.00    0.00     183         Overnet_ping [99]
                0.00    0.00     183/183         sendOvernetHelloReq [101]
                0.00    0.00     183/1396        getpktt [61]
                0.00    0.00     183/1381        destroySessionObject [68]
                0.00    0.00      86/753         destroypkt [80]
-----------------------------------------------
                0.00    0.00      53/183         overnet_kboot [181]
                0.00    0.00     130/183         OvernetBGthread [216]
[100]    0.0    0.00    0.00     183         contact_status_update [100]
                0.00    0.00      10/110743      Debug_pthread_mutex_lock [16]
                0.00    0.00      10/2014        rbt_eraseKey [56]
                0.00    0.00      10/110743      Debug_pthread_mutex_unlock [17]
                0.00    0.00      10/21954       KadC_free [24]
-----------------------------------------------
                0.00    0.00     183/183         Overnet_ping [99]
[101]    0.0    0.00    0.00     183         sendOvernetHelloReq [101]
                0.00    0.00     183/299         sendOvernetPeerReq [91]
-----------------------------------------------
                0.00    0.00      10/157         rbt_insert [28]
                0.00    0.00     147/157         rbt_find [36]
[102]    0.0    0.00    0.00     157         DNSpacket_q_lt [102]
-----------------------------------------------
                0.00    0.00       1/157         overnet_republishnow [10]
                0.00    0.00       1/157         overnetinifileupdate [6]
                0.00    0.00       1/157         stopKadEngine [4]
                0.00    0.00       1/157         destroy_kba [177]
                0.00    0.00       2/157         qa_rbt_destroy [172]
                0.00    0.00       2/157         kstore_destroy [171]
                0.00    0.00       6/157         p2pquery [13]
